naca8304,0.4,1.5,0.5,0.6,2.5,5,-0.49690295672545104,0.08258458786825723
naca8304,0.4,1.5,0.5,0.6,2.5,15,-0.9211855430029782,0.000660521832487303
naca8304,0.4,1.5,0.5,0.6,2.5,25,-1.3284616018366575,-0.13192887706957815
naca8304,0.4,1.5,0.5,0.6,3.5,5,-0.9317872009670846,0.06405278523766886
naca8304,0.4,1.5,0.5,0.6,3.5,15,-1.7078977424811925,-0.07887938267474613
naca8304,0.4,1.5,0.5,0.6,3.5,25,-2.4572351635061427,-0.31146760548227986
naca8304,0.4,1.5,0.5,0.6,4.5,5,-1.4962839447321923,0.033984355735499655
naca8304,0.4,4.5,0.5,0.8,2.5,25,-0.5506179973171591,-0.0005999659364711599
goe225,0.4,4.5,0.5,0.8,2.5,25,-0.5562315285989896,-0.00139774401052475
goe225,0.4,4.5,0.5,0.6,2.5,25,-0.5846034797510085,0.024403629014262507
goe225,0.3,3,0.3,0.85,3,30,-0.6161820835587367,-0.054544094576631494
naca8304,0.3,1.25,0.3,0.65,3,10,-0.5383736427902831,-0.014228486000708845
naca8304,0.3,1.25,0.3,0.65,3,20,-0.8604329253620027,-0.09224517853384376
naca8304,0.3,1.25,0.3,0.65,3,30,-1.1793622418982923,-0.2125504290483383
naca8304,0.3,1.25,0.3,0.65,4,10,-0.9371308130833261,-0.04803041143372448
naca8304,0.3,1.25,0.3,0.65,4,20,-1.49560063505234,-0.1817999306801617
naca8304,0.3,1.25,0.3,0.65,4,30,-2.051276560402873,-0.38823460797282944
naca8304,0.3,1.25,0.3,0.65,5,10,-1.4551731420235081,-0.09198801677804423
naca8304,0.3,1.25,0.3,0.65,5,20,-2.3185649953745453,-0.29734416973885197
naca8304,0.3,1.25,0.3,0.65,5,30,-3.1807430754779116,-0.6149410836782646
naca8304,0.3,1.25,0.3,0.75,3,10,-0.5341877497881444,-0.02119012517981352
naca8304,0.3,1.25,0.3,0.75,3,20,-0.8521270456853531,-0.09751290825259827
naca8304,0.3,1.25,0.3,0.75,3,30,-1.1680419101599466,-0.21553707233713162
naca8304,0.3,1.25,0.3,0.75,4,10,-0.9313397713530489,-0.055624906718013754
naca8304,0.3,1.25,0.3,0.75,4,20,-1.4854220478490519,-0.1878153571421557
naca8304,0.3,1.25,0.3,0.75,4,30,-2.03785742879384,-0.3919240599974253
naca8304,0.3,1.25,0.3,0.75,5,10,-1.4464741746978909,-0.10019490733699207
naca8304,0.3,1.25,0.3,0.75,5,20,-2.3050301128788058,-0.30410560864841824
naca8304,0.3,1.25,0.3,0.75,5,30,-3.1633227830576085,-0.6192191770353399
naca8304,0.3,1.25,0.3,0.85,3,10,-0.5283087158149617,-0.026271786356274418
naca8304,0.3,1.25,0.3,0.85,3,20,-0.8429440362798875,-0.10161579396881437
naca8304,0.3,1.25,0.3,0.85,3,30,-1.1559967232803823,-0.2179626497900924
naca8304,0.3,1.25,0.3,0.85,4,10,-0.9274815989621643,-0.06084482566777291
naca8304,0.3,1.25,0.3,0.85,4,20,-1.4786449828065826,-0.19199682948059335
naca8304,0.3,1.25,0.3,0.85,4,30,-2.0289980983740388,-0.3945661906713744
naca8304,0.3,1.25,0.3,0.85,5,10,-1.4408679931658472,-0.10579389294105399
naca8304,0.3,1.25,0.3,0.85,5,20,-2.2962895943695596,-0.3087427590572876
naca8304,0.3,1.25,0.3,0.85,5,30,-3.1521661557928558,-0.6222206120648781
naca8304,0.3,1.25,0.4,0.65,3,10,-0.568778312851952,-0.018698132321541015
naca8304,0.3,1.25,0.4,0.65,3,20,-0.902073810531462,-0.10417347071484974
naca8304,0.3,1.25,0.4,0.65,3,30,-1.2273912290194418,-0.23448363827335986
naca8304,0.3,1.25,0.4,0.65,4,10,-0.9903728018139707,-0.05619582325497472
naca8304,0.3,1.25,0.4,0.65,4,20,-1.568824614337047,-0.2026208892183622
naca8304,0.3,1.25,0.4,0.65,4,30,-2.1358793116820793,-0.42607913573868006
naca8304,0.3,1.25,0.4,0.65,5,10,-1.5325814069913986,-0.1054285120130348
naca8304,0.3,1.25,0.4,0.65,5,20,-2.426313457141257,-0.33026848131761405
naca8304,0.3,1.25,0.4,0.65,5,30,-3.3047209081582114,-0.6735604162258513
naca8304,0.3,1.25,0.4,0.75,3,10,-0.5626589931786913,-0.025867402409711932
naca8304,0.3,1.25,0.4,0.75,3,20,-0.8915429938819138,-0.10953165107556284
naca8304,0.3,1.25,0.4,0.75,3,30,-1.2133596458316271,-0.2372290640778477
naca8304,0.3,1.25,0.4,0.75,4,10,-0.9860447965809298,-0.06374267361455051
naca8304,0.3,1.25,0.4,0.75,4,20,-1.5603523191603772,-0.2083493345828884
naca8304,0.3,1.25,0.4,0.75,4,30,-2.1246041688030055,-0.4293670735704248
naca8304,0.3,1.25,0.4,0.75,5,10,-1.5257887320273382,-0.11355259864927801
naca8304,0.3,1.25,0.4,0.75,5,20,-2.4150317016233767,-0.3366692008571577
naca8304,0.3,1.25,0.4,0.75,5,30,-3.2901480289373684,-0.6773645312367417
naca8304,0.3,1.25,0.4,0.85,3,10,-0.5586130805588325,-0.03083950722736334
naca8304,0.3,1.25,0.4,0.85,3,20,-0.8845323464251321,-0.11331644982900126
naca8304,0.3,1.25,0.4,0.85,3,30,-1.204063382281097,-0.23929302627205287
naca8304,0.3,1.25,0.4,0.85,4,10,-0.9796237263765747,-0.06922705485822878
naca8304,0.3,1.25,0.4,0.85,4,20,-1.550631165393631,-0.21272057013299234
naca8304,0.3,1.25,0.4,0.85,4,30,-2.112125907657243,-0.4318534415838017
naca8304,0.3,1.25,0.4,0.85,5,10,-1.5213014904499402,-0.11909354752079479
naca8304,0.3,1.25,0.4,0.85,5,20,-2.407612326232513,-0.34105972865110307
naca8304,0.3,1.25,0.4,0.85,5,30,-3.2806702002194537,-0.680025114479634
naca8304,0.3,1.9,0.3,0.65,3,10,-0.4118225472558313,0.0017537933535385188
naca8304,0.3,1.9,0.3,0.65,3,20,-0.6532734203406526,-0.042695260605446476
naca8304,0.3,1.9,0.3,0.65,3,30,-0.8873213327489444,-0.10934861973642883
naca8304,0.3,1.9,0.3,0.65,4,10,-0.7176319451355092,-0.017956656481619686
naca8304,0.3,1.9,0.3,0.65,4,20,-1.137136662240359,-0.09466959728381698
naca8304,0.3,1.9,0.3,0.65,4,30,-1.5451039013836891,-0.20942868472784895
naca8304,0.3,1.9,0.3,0.65,5,10,-1.111087884070874,-0.04410744582948527
naca8304,0.3,1.9,0.3,0.65,5,20,-1.7596758207834549,-0.1623514656785975
naca8304,0.3,1.9,0.3,0.65,5,30,-2.3916706278465596,-0.33902164414630975
naca8304,0.3,1.9,0.3,0.75,3,10,-0.4074342520886494,-0.004864915614374101
naca8304,0.3,1.9,0.3,0.75,3,20,-0.6457735492389463,-0.04854056927628974
naca8304,0.3,1.9,0.3,0.75,3,30,-0.8772310840188386,-0.11398004077213104
naca8304,0.3,1.9,0.3,0.75,4,10,-0.7141254621154223,-0.024880188662914027
naca8304,0.3,1.9,0.3,0.75,4,20,-1.1306539603464745,-0.10078376696117841
naca8304,0.3,1.9,0.3,0.75,4,30,-1.536375330948792,-0.21434844270818293
naca8304,0.3,1.9,0.3,0.75,5,10,-1.1084999456785136,-0.051178904300128565
naca8304,0.3,1.9,0.3,0.75,5,20,-1.7542280486962898,-0.16856487089032154
naca8304,0.3,1.9,0.3,0.75,5,30,-2.3842712189272826,-0.3440431839686057
naca8304,0.3,1.9,0.3,0.85,3,10,-0.4044988646074715,-0.009420050406179142
naca8304,0.3,1.9,0.3,0.85,3,20,-0.6407667312538831,-0.052589414792203644
naca8304,0.3,1.9,0.3,0.85,3,30,-0.8705391505893078,-0.11722690723998312
naca8304,0.3,1.9,0.3,0.85,4,10,-0.710164274127556,-0.02982143195016375
naca8304,0.3,1.9,0.3,0.85,4,20,-1.1245623992543032,-0.10531864896156258
naca8304,0.3,1.9,0.3,0.85,4,30,-1.5285048242105383,-0.21810895824511922
naca8304,0.3,1.9,0.3,0.85,5,10,-1.1050851843186875,-0.05622130697757622
naca8304,0.3,1.9,0.3,0.85,5,20,-1.7487818304612806,-0.1731739334866678
